id,yas,gelir,kredi_tutari,kredi_suresi_ay,mevcut_borc,borc_gelir_orani,calisma_durumu,egitim,medeni_durum,ev_sahibi,kredi_gecmisi,kredi_onay
564,28,16396,9029,48,30992,1.89,Çalışıyor,Yüksek,Dul,Evet,Temiz,Onay
565,27,13453,7685,72,6100,0.45,Çalışıyor,Doktora,Dul,Hayır,Yeni,Ret
566,31,14667,17605,18,24117,1.64,Çalışıyor,Yüksek,Bekar,Hayır,Gecikmeli,Ret
567,46,13901,68357,60,7529,0.54,Öğrenci,Lise,Evli,Evet,Yeni,Ret
568,55,8174,30454,36,14788,1.81,İşsiz,Doktora,Dul,Hayır,Yeni,Ret
569,39,17648,65932,48,33941,1.92,İşsiz,Lisans,Bekar,Hayır,Gecikmeli,Ret
570,25,16524,17872,12,31279,1.89,Çalışıyor,Doktora,Bekar,Hayır,Temiz,Onay
571,63,13186,50146,36,2164,0.16,Emekli,Yüksek,Dul,Evet,Yeni,Ret
572,37,12244,5238,24,12156,0.99,Çalışıyor,Doktora,Dul,Evet,Yeni,Onay
573,52,12052,16846,36,4670,0.39,Öğrenci,Yüksek,Bekar,Evet,Temiz,Onay
574,33,8216,30805,24,8754,1.07,Öğrenci,Lisans,Dul,Hayır,Temiz,Ret
575,37,17024,34083,36,30108,1.77,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
576,54,15524,52878,48,22946,1.48,Çalışıyor,Doktora,Bekar,Evet,Yeni,Ret
577,61,6168,65337,12,11881,1.93,Emekli,Lisans,Bekar,Evet,Yeni,Ret
578,24,3236,30288,36,3846,1.19,Emekli,Doktora,Bekar,Hayır,Temiz,Onay
579,46,15441,8619,24,19283,1.25,İşsiz,Lise,Bekar,Hayır,Yeni,Ret
580,55,4345,5525,18,2223,0.51,Çalışıyor,Yüksek,Dul,Evet,Temiz,Onay
581,40,3538,17326,18,3160,0.89,Emekli,Lisans,Bekar,Hayır,Gecikmeli,Ret
582,21,16105,54294,48,27319,1.7,Emekli,Lise,Bekar,Hayır,Temiz,Onay
583,20,9217,50607,48,6796,0.74,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
584,47,18906,18225,60,17069,0.9,Çalışıyor,Lisans,Dul,Hayır,Temiz,Onay
585,49,16508,30965,18,5475,0.33,Öğrenci,Lisans,Bekar,Hayır,Temiz,Onay
586,47,18743,24374,48,23547,1.26,Emekli,Lisans,Dul,Hayır,Yeni,Ret
587,64,5191,16821,18,5732,1.1,Çalışıyor,Yüksek,Evli,Hayır,Temiz,Ret
588,53,5931,66912,60,5622,0.95,Çalışıyor,Lise,Bekar,Evet,Temiz,Ret
589,48,19447,68170,36,10492,0.54,Çalışıyor,Lisans,Bekar,Evet,Yeni,Onay
590,42,4235,43306,18,2458,0.58,Çalışıyor,Lisans,Evli,Evet,Temiz,Ret
591,59,12921,49385,24,23896,1.85,Emekli,Doktora,Dul,Hayır,Yeni,Ret
592,31,16145,69120,12,27609,1.71,Emekli,Doktora,Evli,Hayır,Yeni,Ret
593,46,10428,26468,36,3496,0.34,Çalışıyor,Lise,Dul,Evet,Yeni,Ret
594,29,17704,15113,72,35027,1.98,Emekli,Lisans,Evli,Hayır,Yeni,Ret
595,21,13743,56207,72,15499,1.13,İşsiz,Lise,Bekar,Evet,Gecikmeli,Ret
596,34,16438,36074,60,1293,0.08,Çalışıyor,Lise,Evli,Evet,Yeni,Onay
597,46,17260,8448,72,22958,1.33,Emekli,Lisans,Bekar,Evet,Yeni,Onay
598,28,13112,41488,72,20814,1.59,Öğrenci,Yüksek,Evli,Evet,Yeni,Ret
599,47,14904,49176,18,3027,0.2,Emekli,Lisans,Dul,Evet,Yeni,Ret
600,22,11962,51368,12,14135,1.18,Emekli,Doktora,Bekar,Hayır,Gecikmeli,Ret
601,52,12569,28315,72,8801,0.7,Öğrenci,Lisans,Bekar,Evet,Gecikmeli,Onay
602,37,9635,64943,12,1959,0.2,Çalışıyor,Lisans,Bekar,Hayır,Yeni,Ret
603,36,12876,15639,72,24489,1.9,İşsiz,Yüksek,Evli,Evet,Yeni,Ret
604,62,8989,10564,48,16303,1.81,Emekli,Doktora,Dul,Evet,Temiz,Ret
605,60,19675,26259,60,11602,0.59,Öğrenci,Lisans,Evli,Evet,Gecikmeli,Ret
606,31,8193,13692,24,3144,0.38,Öğrenci,Lise,Dul,Hayır,Gecikmeli,Onay
607,64,3432,32439,24,1905,0.56,Emekli,Yüksek,Bekar,Hayır,Gecikmeli,Onay
608,64,10314,49985,36,474,0.05,Öğrenci,Doktora,Dul,Hayır,Temiz,Onay
609,57,13517,35297,12,3610,0.27,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
610,44,15361,14786,60,1354,0.09,İşsiz,Yüksek,Dul,Hayır,Gecikmeli,Ret
611,30,5398,50188,36,1834,0.34,Çalışıyor,Lise,Bekar,Evet,Yeni,Onay
612,20,7035,8441,60,8340,1.19,Emekli,Lise,Bekar,Evet,Temiz,Onay
613,63,18520,15420,72,34416,1.86,Çalışıyor,Lise,Evli,Hayır,Gecikmeli,Ret
614,18,4049,36303,36,7513,1.86,Çalışıyor,Lise,Evli,Evet,Yeni,Ret
615,49,4126,53487,60,2317,0.56,Çalışıyor,Yüksek,Dul,Evet,Temiz,Onay
616,52,17802,17972,48,31479,1.77,Öğrenci,Doktora,Evli,Evet,Yeni,Ret
617,42,16771,5191,18,11938,0.71,İşsiz,Doktora,Evli,Evet,Gecikmeli,Ret
618,50,10129,60698,60,13081,1.29,İşsiz,Yüksek,Bekar,Evet,Temiz,Onay
619,42,15094,67829,24,16425,1.09,Emekli,Yüksek,Dul,Hayır,Yeni,Ret
620,36,17605,60140,60,9843,0.56,Emekli,Yüksek,Evli,Hayır,Temiz,Onay
621,39,4982,44987,12,6378,1.28,Öğrenci,Lisans,Dul,Hayır,Yeni,Ret
622,40,2714,50240,12,2178,0.8,Emekli,Doktora,Dul,Evet,Yeni,Ret
623,53,10326,13113,24,14786,1.43,İşsiz,Lise,Dul,Hayır,Gecikmeli,Ret
624,33,2919,63240,12,2643,0.91,İşsiz,Lise,Bekar,Hayır,Yeni,Ret
625,41,5237,53228,18,3469,0.66,Öğrenci,Doktora,Bekar,Hayır,Temiz,Onay
626,24,5984,44420,24,299,0.05,Emekli,Lise,Bekar,Evet,Yeni,Onay
627,41,6932,14309,60,1954,0.28,Çalışıyor,Lise,Dul,Hayır,Yeni,Onay
628,40,18544,52936,72,13621,0.73,Öğrenci,Yüksek,Dul,Evet,Gecikmeli,Ret
629,49,5286,34377,48,2448,0.46,Çalışıyor,Lisans,Evli,Hayır,Temiz,Onay
630,53,12502,23037,48,21939,1.75,Emekli,Lise,Dul,Hayır,Gecikmeli,Ret
631,60,11158,37004,24,18034,1.62,Emekli,Doktora,Dul,Evet,Temiz,Onay
632,62,7621,47324,60,12339,1.62,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
633,20,18784,6263,48,13054,0.69,Öğrenci,Lise,Dul,Hayır,Gecikmeli,Onay
634,36,18755,35057,60,22422,1.2,Emekli,Lise,Bekar,Evet,Gecikmeli,Ret
635,21,2296,44209,12,3819,1.66,Öğrenci,Lisans,Evli,Evet,Gecikmeli,Ret
636,29,19060,47893,12,37220,1.95,Çalışıyor,Doktora,Evli,Hayır,Gecikmeli,Ret
637,22,5014,18095,24,40,0.01,Emekli,Lisans,Evli,Evet,Yeni,Ret
638,47,2640,11899,72,1767,0.67,Emekli,Lisans,Bekar,Hayır,Gecikmeli,Ret
639,49,19649,65600,24,13248,0.67,Çalışıyor,Yüksek,Evli,Evet,Yeni,Onay
640,62,3090,65306,48,1687,0.55,Öğrenci,Doktora,Evli,Evet,Gecikmeli,Onay
641,60,7063,52717,36,6859,0.97,Çalışıyor,Lisans,Dul,Evet,Temiz,Ret
642,37,13644,60855,18,3208,0.24,Çalışıyor,Doktora,Bekar,Evet,Gecikmeli,Ret
643,44,13185,51966,60,25145,1.91,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
644,27,10667,27084,18,11327,1.06,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
645,19,19659,5170,36,28845,1.47,Öğrenci,Yüksek,Bekar,Evet,Yeni,Onay
646,43,13994,66971,48,2056,0.15,Emekli,Lise,Dul,Evet,Temiz,Onay
647,59,4055,27650,12,1783,0.44,Emekli,Lisans,Evli,Hayır,Yeni,Ret
648,64,15331,33570,48,16039,1.05,Emekli,Lisans,Evli,Hayır,Yeni,Ret
649,30,16036,16555,60,23730,1.48,Çalışıyor,Doktora,Evli,Hayır,Gecikmeli,Ret
650,53,15550,16403,12,9222,0.59,Çalışıyor,Lisans,Dul,Evet,Gecikmeli,Ret
651,47,3337,46927,60,2943,0.88,Öğrenci,Lise,Evli,Evet,Gecikmeli,Ret
652,58,8206,55430,12,335,0.04,Emekli,Lisans,Evli,Evet,Gecikmeli,Onay
653,29,5832,62256,24,4105,0.7,İşsiz,Lisans,Evli,Evet,Yeni,Onay
654,42,5342,60337,24,5729,1.07,Emekli,Doktora,Bekar,Evet,Temiz,Onay
655,50,8997,21354,12,10219,1.14,Çalışıyor,Yüksek,Evli,Evet,Gecikmeli,Ret
656,19,11816,17644,36,16435,1.39,İşsiz,Yüksek,Bekar,Hayır,Temiz,Onay
657,63,3487,59517,24,5396,1.55,Öğrenci,Doktora,Bekar,Hayır,Yeni,Ret
658,64,10135,44668,12,6893,0.68,Emekli,Doktora,Bekar,Hayır,Temiz,Ret
659,39,13271,40320,48,5663,0.43,İşsiz,Doktora,Bekar,Evet,Temiz,Onay
660,31,9987,63827,36,15385,1.54,Çalışıyor,Doktora,Evli,Hayır,Gecikmeli,Ret
661,34,2084,52597,48,3219,1.54,Emekli,Lisans,Bekar,Evet,Yeni,Onay
662,53,6278,7249,36,11135,1.77,Öğrenci,Yüksek,Bekar,Evet,Yeni,Ret
663,62,16397,38691,48,28709,1.75,Çalışıyor,Lise,Evli,Hayır,Yeni,Ret
664,19,13195,33666,48,21730,1.65,İşsiz,Lise,Dul,Hayır,Temiz,Onay
665,65,9511,50594,48,4940,0.52,Emekli,Doktora,Bekar,Evet,Gecikmeli,Onay
666,34,13443,30015,72,6974,0.52,Çalışıyor,Doktora,Bekar,Hayır,Yeni,Onay
667,54,7988,21227,24,11352,1.42,Öğrenci,Lisans,Dul,Evet,Temiz,Ret
668,27,19466,22614,24,12301,0.63,İşsiz,Yüksek,Bekar,Evet,Gecikmeli,Ret
669,59,11353,24031,48,865,0.08,İşsiz,Doktora,Bekar,Evet,Gecikmeli,Ret
670,19,10447,30409,72,16617,1.59,İşsiz,Doktora,Evli,Hayır,Gecikmeli,Onay
671,42,13984,9889,18,11484,0.82,Çalışıyor,Yüksek,Evli,Hayır,Yeni,Ret
672,23,2686,15027,24,2088,0.78,Emekli,Lisans,Bekar,Evet,Yeni,Onay
673,62,9867,13153,18,5818,0.59,Emekli,Lise,Dul,Hayır,Temiz,Onay
674,27,4859,62224,36,6655,1.37,Emekli,Doktora,Dul,Hayır,Gecikmeli,Onay
675,48,5935,5042,72,8781,1.48,İşsiz,Lise,Dul,Hayır,Temiz,Onay
676,57,11526,9152,24,10751,0.93,İşsiz,Doktora,Bekar,Evet,Yeni,Onay
677,64,14275,51532,18,20411,1.43,Emekli,Lisans,Dul,Hayır,Yeni,Ret
678,28,13359,21427,60,15342,1.15,Çalışıyor,Lise,Bekar,Hayır,Temiz,Onay
679,62,11036,58504,12,5393,0.49,Çalışıyor,Lise,Dul,Evet,Temiz,Onay
680,55,14010,18039,12,21409,1.53,İşsiz,Lise,Bekar,Hayır,Gecikmeli,Ret
681,55,19348,38671,48,26706,1.38,Çalışıyor,Doktora,Evli,Hayır,Yeni,Ret
682,41,10117,60298,12,10796,1.07,Çalışıyor,Lise,Dul,Evet,Gecikmeli,Ret
683,42,5272,21248,36,10048,1.91,Emekli,Lise,Dul,Hayır,Temiz,Ret
684,62,4037,10566,12,7323,1.81,İşsiz,Yüksek,Evli,Hayır,Temiz,Ret
685,48,12372,15639,24,966,0.08,İşsiz,Doktora,Bekar,Hayır,Gecikmeli,Ret
686,41,11027,14993,72,2562,0.23,Öğrenci,Lisans,Evli,Hayır,Yeni,Ret
687,31,3835,53963,36,2593,0.68,Öğrenci,Yüksek,Dul,Hayır,Yeni,Onay
688,53,10169,32275,72,3235,0.32,Öğrenci,Yüksek,Bekar,Evet,Temiz,Onay
689,35,18593,65324,48,36881,1.98,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
690,36,5084,45295,24,2720,0.54,İşsiz,Lise,Dul,Evet,Yeni,Ret
691,62,5261,14436,60,3991,0.76,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
692,21,11707,42301,60,10537,0.9,Emekli,Lisans,Bekar,Evet,Gecikmeli,Ret
693,31,3929,58561,48,7329,1.87,Emekli,Lisans,Dul,Evet,Gecikmeli,Ret
694,33,3983,30794,24,3470,0.87,Öğrenci,Yüksek,Evli,Hayır,Gecikmeli,Onay
695,44,2542,22880,36,1995,0.78,Emekli,Yüksek,Bekar,Hayır,Gecikmeli,Onay
696,34,12775,15886,72,11224,0.88,Öğrenci,Lisans,Evli,Hayır,Gecikmeli,Ret
697,53,16904,19995,72,15233,0.9,Öğrenci,Yüksek,Evli,Evet,Temiz,Onay
698,21,14192,16343,36,25980,1.83,Emekli,Yüksek,Evli,Hayır,Yeni,Ret
699,44,16046,58289,48,13533,0.84,Çalışıyor,Lise,Bekar,Hayır,Temiz,Ret
700,18,15360,23154,24,6828,0.44,İşsiz,Lisans,Evli,Evet,Gecikmeli,Ret
701,56,15108,23634,24,23270,1.54,Öğrenci,Lisans,Dul,Hayır,Yeni,Ret
702,19,13181,11196,60,23488,1.78,İşsiz,Lise,Bekar,Evet,Gecikmeli,Ret
703,50,7516,15069,12,9555,1.27,Öğrenci,Lise,Evli,Hayır,Yeni,Ret
704,56,13757,27657,24,9293,0.68,Çalışıyor,Yüksek,Evli,Hayır,Gecikmeli,Ret
705,18,2550,12795,48,4517,1.77,Öğrenci,Lisans,Dul,Evet,Temiz,Ret
706,34,3804,20790,24,5756,1.51,Çalışıyor,Lise,Bekar,Evet,Yeni,Ret
707,20,16966,62606,72,6404,0.38,Çalışıyor,Lise,Evli,Hayır,Gecikmeli,Onay
708,19,10386,15023,36,16773,1.61,İşsiz,Yüksek,Evli,Evet,Yeni,Ret
709,63,19018,60988,60,33494,1.76,Emekli,Lisans,Evli,Evet,Yeni,Ret
710,63,18963,52964,12,1940,0.1,Öğrenci,Doktora,Bekar,Hayır,Yeni,Ret
711,28,16619,18891,48,8335,0.5,İşsiz,Lisans,Bekar,Evet,Temiz,Onay
712,50,9021,18067,18,1496,0.17,İşsiz,Yüksek,Bekar,Evet,Temiz,Onay
713,39,15650,39827,36,30837,1.97,Emekli,Lise,Bekar,Evet,Yeni,Ret
714,54,13639,61024,60,12445,0.91,Emekli,Doktora,Bekar,Hayır,Gecikmeli,Ret
715,19,12716,56877,24,1764,0.14,Emekli,Lise,Evli,Hayır,Gecikmeli,Onay
716,18,14417,42084,24,674,0.05,İşsiz,Yüksek,Dul,Hayır,Gecikmeli,Ret
717,53,9671,46783,36,11937,1.23,Öğrenci,Yüksek,Bekar,Hayır,Yeni,Ret
718,57,5878,34910,24,7056,1.2,İşsiz,Lisans,Dul,Evet,Gecikmeli,Ret
719,56,18046,43771,60,3155,0.17,Öğrenci,Lise,Bekar,Hayır,Temiz,Onay
720,27,12060,27283,18,8375,0.69,Emekli,Lise,Dul,Hayır,Yeni,Ret
721,53,8506,61816,72,16138,1.9,Öğrenci,Yüksek,Evli,Evet,Temiz,Ret
722,25,13609,67394,36,9782,0.72,İşsiz,Lisans,Dul,Evet,Temiz,Onay
723,26,17493,53631,18,21302,1.22,Emekli,Doktora,Bekar,Evet,Gecikmeli,Ret
724,48,13633,51432,12,94,0.01,Çalışıyor,Doktora,Evli,Hayır,Temiz,Onay
725,22,9241,10592,72,6263,0.68,Emekli,Lise,Bekar,Evet,Temiz,Onay
726,44,3781,51109,24,5479,1.45,İşsiz,Yüksek,Bekar,Evet,Temiz,Ret
727,39,11704,56169,36,4602,0.39,Çalışıyor,Lisans,Bekar,Evet,Temiz,Onay
728,62,14682,54125,24,12309,0.84,Öğrenci,Doktora,Evli,Hayır,Gecikmeli,Ret
729,43,16236,50081,18,4944,0.3,Öğrenci,Lisans,Dul,Evet,Gecikmeli,Ret
730,24,6638,12329,24,8427,1.27,Öğrenci,Lisans,Dul,Evet,Gecikmeli,Onay
731,33,6422,52624,60,2702,0.42,Öğrenci,Doktora,Dul,Hayır,Gecikmeli,Ret
732,28,16520,52212,72,23101,1.4,Çalışıyor,Yüksek,Dul,Evet,Temiz,Onay
733,44,18583,22009,18,17244,0.93,Emekli,Lisans,Evli,Evet,Gecikmeli,Onay
734,62,16113,55628,72,2046,0.13,İşsiz,Doktora,Dul,Evet,Temiz,Ret
735,24,11845,43334,48,7087,0.6,Emekli,Doktora,Dul,Hayır,Gecikmeli,Ret
736,55,16467,35786,24,27033,1.64,İşsiz,Doktora,Bekar,Hayır,Gecikmeli,Ret
737,64,16609,22454,36,29091,1.75,İşsiz,Yüksek,Evli,Hayır,Temiz,Onay
738,27,4511,59914,24,8816,1.95,Emekli,Lise,Dul,Hayır,Yeni,Ret
739,49,5079,10389,18,7703,1.52,İşsiz,Lise,Dul,Hayır,Temiz,Ret
740,33,17485,62251,36,8762,0.5,İşsiz,Doktora,Evli,Evet,Temiz,Onay
741,39,16061,66031,12,8131,0.51,Çalışıyor,Doktora,Dul,Hayır,Temiz,Onay
742,33,6010,35649,18,11110,1.85,Öğrenci,Lise,Evli,Hayır,Yeni,Ret
743,20,15841,53922,12,18283,1.15,İşsiz,Lise,Dul,Evet,Temiz,Onay
744,41,19351,28969,36,22990,1.19,İşsiz,Lisans,Dul,Hayır,Temiz,Onay
745,54,3074,13953,12,3803,1.24,Çalışıyor,Lise,Bekar,Hayır,Yeni,Ret
746,48,15092,19146,72,10738,0.71,Çalışıyor,Lisans,Bekar,Hayır,Gecikmeli,Ret
747,31,14357,13743,36,17075,1.19,Öğrenci,Lisans,Evli,Evet,Gecikmeli,Ret
748,27,7269,42243,60,7222,0.99,Çalışıyor,Lise,Dul,Hayır,Yeni,Onay
749,64,8903,31278,72,5825,0.65,Öğrenci,Lisans,Evli,Hayır,Gecikmeli,Ret
750,25,14910,54964,24,28928,1.94,İşsiz,Lisans,Bekar,Hayır,Yeni,Ret
751,35,19737,43900,48,29516,1.5,Çalışıyor,Yüksek,Dul,Hayır,Yeni,Ret
752,23,17836,29173,18,10640,0.6,Emekli,Doktora,Evli,Evet,Temiz,Onay
753,58,13027,43655,48,25062,1.92,Emekli,Yüksek,Bekar,Evet,Gecikmeli,Ret
754,49,7470,26410,24,9845,1.32,Emekli,Lisans,Evli,Hayır,Gecikmeli,Ret
755,54,4114,47624,36,7726,1.88,İşsiz,Lisans,Bekar,Hayır,Yeni,Ret
756,28,4025,6729,60,3933,0.98,İşsiz,Lisans,Dul,Hayır,Temiz,Onay
757,46,2545,32213,36,1910,0.75,Öğrenci,Yüksek,Bekar,Evet,Temiz,Ret
758,45,7982,10023,60,9062,1.14,İşsiz,Lise,Bekar,Hayır,Temiz,Ret
759,19,11766,29272,60,18964,1.61,Çalışıyor,Doktora,Evli,Evet,Gecikmeli,Ret
760,59,9396,63918,12,7458,0.79,Emekli,Yüksek,Evli,Evet,Gecikmeli,Ret
761,52,11669,54069,24,1648,0.14,Çalışıyor,Doktora,Dul,Hayır,Yeni,Ret
762,44,4171,31078,36,7146,1.71,İşsiz,Yüksek,Evli,Hayır,Gecikmeli,Ret
763,27,4554,67055,18,8877,1.95,Emekli,Lise,Evli,Hayır,Yeni,Ret
764,64,18592,52766,36,26732,1.44,Öğrenci,Lise,Dul,Hayır,Gecikmeli,Ret
765,43,15088,33830,60,2618,0.17,Öğrenci,Doktora,Dul,Hayır,Gecikmeli,Ret
766,31,13727,48692,36,25055,1.83,Emekli,Lise,Evli,Evet,Temiz,Onay
767,38,19387,40674,48,24068,1.24,Öğrenci,Lise,Evli,Evet,Gecikmeli,Onay
768,21,5145,8482,24,9804,1.91,Çalışıyor,Yüksek,Evli,Hayır,Gecikmeli,Ret
769,27,4340,19172,72,4005,0.92,İşsiz,Doktora,Dul,Evet,Gecikmeli,Ret
770,25,5931,6780,18,2907,0.49,Emekli,Lise,Bekar,Hayır,Yeni,Onay
771,49,3256,22867,72,5811,1.78,Öğrenci,Doktora,Dul,Hayır,Temiz,Ret
772,34,4796,26776,18,2799,0.58,Öğrenci,Lisans,Dul,Evet,Yeni,Onay
773,46,9928,6281,72,11415,1.15,Emekli,Lise,Bekar,Hayır,Yeni,Onay
774,49,18069,17985,72,19101,1.06,Çalışıyor,Lisans,Dul,Hayır,Gecikmeli,Ret
775,28,17394,14185,12,20272,1.17,İşsiz,Yüksek,Bekar,Hayır,Yeni,Ret
776,37,8747,52036,18,16884,1.93,Çalışıyor,Doktora,Evli,Hayır,Yeni,Ret
777,54,14398,30550,60,26700,1.85,İşsiz,Doktora,Dul,Hayır,Temiz,Onay
778,31,8447,51325,72,7654,0.91,Emekli,Lisans,Evli,Hayır,Yeni,Ret
779,62,13207,51022,60,12173,0.92,Çalışıyor,Yüksek,Dul,Evet,Gecikmeli,Onay
780,44,14378,55121,12,11359,0.79,Emekli,Lise,Bekar,Evet,Gecikmeli,Ret
781,49,10904,28939,24,715,0.07,İşsiz,Yüksek,Dul,Hayır,Temiz,Onay
782,36,11526,24054,18,12488,1.08,Çalışıyor,Yüksek,Dul,Evet,Gecikmeli,Ret
783,35,7951,54736,72,1201,0.15,Çalışıyor,Lise,Dul,Evet,Yeni,Onay
784,53,13432,57873,18,2392,0.18,Çalışıyor,Yüksek,Bekar,Hayır,Gecikmeli,Ret
785,20,14718,49497,18,14427,0.98,Öğrenci,Lisans,Dul,Hayır,Yeni,Onay
786,52,18595,57613,12,21985,1.18,İşsiz,Yüksek,Evli,Evet,Temiz,Onay
787,41,8009,10768,48,12033,1.5,Emekli,Lise,Evli,Evet,Gecikmeli,Ret
788,56,4199,17306,60,3134,0.75,İşsiz,Lise,Evli,Hayır,Yeni,Ret
789,64,10956,69086,72,7992,0.73,Emekli,Lisans,Dul,Hayır,Temiz,Onay
790,54,3686,39201,24,877,0.24,Çalışıyor,Yüksek,Evli,Evet,Yeni,Ret
791,44,17583,7062,18,30276,1.72,Çalışıyor,Lisans,Evli,Evet,Gecikmeli,Ret
792,37,10864,9585,72,10300,0.95,Çalışıyor,Lise,Bekar,Hayır,Temiz,Onay
793,29,7241,51967,60,10540,1.46,Çalışıyor,Doktora,Dul,Hayır,Temiz,Onay
794,51,12037,9803,36,3220,0.27,İşsiz,Lisans,Dul,Hayır,Gecikmeli,Ret
795,53,12410,16390,36,2941,0.24,Çalışıyor,Yüksek,Bekar,Hayır,Yeni,Ret
796,61,7868,25776,12,7059,0.9,İşsiz,Yüksek,Bekar,Hayır,Temiz,Ret
797,44,10653,24813,72,11371,1.07,Öğrenci,Doktora,Evli,Hayır,Temiz,Onay
798,25,17229,44004,48,28261,1.64,Emekli,Yüksek,Evli,Hayır,Yeni,Ret
799,57,14050,17128,36,914,0.07,İşsiz,Yüksek,Dul,Evet,Yeni,Onay
800,45,10630,66219,60,6611,0.62,Öğrenci,Yüksek,Evli,Hayır,Yeni,Onay
801,51,6446,19220,60,1902,0.3,İşsiz,Yüksek,Bekar,Evet,Temiz,Onay
802,33,11817,42090,36,17739,1.5,İşsiz,Yüksek,Evli,Evet,Gecikmeli,Onay
803,51,7236,33381,12,5959,0.82,İşsiz,Lisans,Bekar,Evet,Gecikmeli,Ret
804,45,6207,44292,18,8560,1.38,Emekli,Doktora,Dul,Evet,Yeni,Ret
805,65,7674,11063,60,6911,0.9,İşsiz,Lisans,Bekar,Hayır,Yeni,Ret
806,35,4185,7203,24,1101,0.26,Çalışıyor,Lise,Bekar,Hayır,Temiz,Onay
807,23,5336,54874,48,8408,1.58,İşsiz,Yüksek,Evli,Hayır,Temiz,Ret
808,48,16646,67504,36,17792,1.07,Öğrenci,Yüksek,Bekar,Evet,Yeni,Ret
809,20,14180,68254,60,22660,1.6,Emekli,Lise,Evli,Evet,Temiz,Onay
810,57,11034,40470,72,16812,1.52,Çalışıyor,Yüksek,Bekar,Evet,Temiz,Onay
811,57,12882,13813,24,3670,0.28,İşsiz,Lisans,Bekar,Hayır,Temiz,Onay
812,31,2118,62995,72,3807,1.8,Emekli,Yüksek,Bekar,Evet,Yeni,Ret
813,44,18368,53128,36,17991,0.98,Öğrenci,Doktora,Bekar,Evet,Gecikmeli,Ret
814,36,2656,43404,48,4361,1.64,İşsiz,Yüksek,Bekar,Hayır,Temiz,Onay
815,18,11414,49795,72,2457,0.22,Öğrenci,Lisans,Bekar,Hayır,Gecikmeli,Ret
816,30,14687,60443,72,29295,1.99,Emekli,Yüksek,Dul,Evet,Gecikmeli,Ret
817,57,15277,33178,48,25894,1.69,Çalışıyor,Doktora,Dul,Evet,Gecikmeli,Ret
818,65,2866,12682,18,4224,1.47,Öğrenci,Lise,Evli,Hayır,Yeni,Ret
819,26,7858,32685,72,5741,0.73,İşsiz,Doktora,Dul,Hayır,Gecikmeli,Ret
820,59,14562,67969,60,1669,0.11,Emekli,Lisans,Bekar,Hayır,Gecikmeli,Ret
821,60,9061,22155,36,5992,0.66,Öğrenci,Lise,Dul,Hayır,Temiz,Onay
822,58,8134,13294,24,7917,0.97,Emekli,Lisans,Bekar,Hayır,Yeni,Ret
823,63,3763,14517,18,4850,1.29,İşsiz,Lise,Evli,Evet,Gecikmeli,Ret
824,19,6291,69121,36,270,0.04,Çalışıyor,Lisans,Bekar,Evet,Gecikmeli,Onay
825,35,9186,60065,18,6820,0.74,Emekli,Lise,Evli,Hayır,Temiz,Onay
826,64,10073,18826,12,18900,1.88,Çalışıyor,Lise,Dul,Hayır,Yeni,Ret
827,38,11937,60055,18,13710,1.15,Çalışıyor,Lise,Dul,Evet,Gecikmeli,Ret
828,26,16816,15146,12,8608,0.51,Öğrenci,Lise,Evli,Evet,Temiz,Ret
829,38,13884,5668,18,15969,1.15,Emekli,Yüksek,Evli,Evet,Gecikmeli,Onay
830,65,4922,59028,48,1101,0.22,Öğrenci,Lisans,Dul,Evet,Temiz,Onay
831,24,16936,33229,60,18559,1.1,Çalışıyor,Lise,Evli,Hayır,Yeni,Ret
832,59,15470,56107,24,14257,0.92,Emekli,Lisans,Dul,Hayır,Temiz,Onay
833,56,6862,12227,72,4362,0.64,Emekli,Lise,Evli,Hayır,Temiz,Onay
834,52,15717,68162,48,15679,1.0,Öğrenci,Doktora,Bekar,Evet,Gecikmeli,Ret
835,24,14248,64438,36,1257,0.09,Çalışıyor,Doktora,Dul,Hayır,Yeni,Onay
836,18,11932,18951,24,12259,1.03,Çalışıyor,Lisans,Bekar,Hayır,Temiz,Onay
837,65,12457,12432,36,15921,1.28,İşsiz,Lise,Dul,Hayır,Temiz,Onay
838,58,9868,25776,18,6635,0.67,Emekli,Lisans,Dul,Evet,Temiz,Onay
839,60,15524,68844,24,18260,1.18,Çalışıyor,Yüksek,Dul,Evet,Gecikmeli,Onay
840,40,19316,8546,48,20376,1.05,İşsiz,Lise,Bekar,Evet,Gecikmeli,Ret
841,19,13831,52685,60,19643,1.42,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
842,42,16670,24121,48,17827,1.07,İşsiz,Lise,Bekar,Evet,Temiz,Ret
843,63,19922,67662,36,5693,0.29,Çalışıyor,Lise,Evli,Evet,Yeni,Onay
844,28,12507,38487,72,8259,0.66,Öğrenci,Yüksek,Dul,Evet,Yeni,Onay
